Date,High,Low,Close,SMA,WMA,MOM,K %,D %,EMA12,EMA26,MACD,RSI,W %R,CCI,AD
2000-01-03,17426.16015625,17057.69921875,17369.630859375,,,,,,0.0,0.0,0.0,,,,0.0
2000-01-04,17303.0,16933.51953125,17072.8203125,,,,,,2626.5877403846157,1264.6533564814815,272.38687678062684,,,,-0.18033662131159672
2000-01-05,16608.55078125,15688.490234375,15846.7197265625,,,,,,4660.454199796598,2344.8064209319273,681.0390571974356,,,,-0.5046075856930272
2000-01-06,15971.0302734375,14763.9697265625,15153.23046875,,,,,,6274.727471943275,3293.5785726221548,1141.0610256221726,,,,0.10298617347475385
2000-01-07,15513.8896484375,15108.75,15405.6298828125,,,,,,7679.481689000079,4190.76755856218,1610.591646585318,,,,0.8902095390526511
2000-01-10,16065.08984375,15631.0,15848.150390625,,,,,,8936.199950788528,5054.277397974241,2064.857827831112,,,,1.5191785074734312
2000-01-11,16196.08984375,15736.169921875,15862.099609375,,,,,,10001.722975186447,5854.856821040963,2481.2594930939863,,,,0.7565218129854467
2000-01-12,15744.0400390625,15545.669921875,15714.2001953125,,,,,,10880.56562443661,6585.178552468484,2844.085008868814,,,,-0.5951479587064505
2000-01-13,15861.169921875,15458.6298828125,15633.9599609375,15989.604600694445,15760.874283854166,-1735.6708984375,32.67948921584559,,11611.857060821361,7255.458656799522,3146.547687899419,26.472854546587456,-67.32051078415441,-46.42678098981545,0.3651058585495911
2000-01-14,15863.48046875,15322.1904296875,15542.23046875,15786.560112847223,15671.399457465279,-1530.58984375,30.65188904320709,,12216.529892810382,7869.2936058328905,3386.6854077150338,25.04558858765307,-69.34811095679291,-47.13633940130265,0.42402499815075745
2000-01-17,15827.509765625,15474.3896484375,15574.5595703125,15620.086697048611,15628.999348958332,-272.16015625,43.944387355064,,12733.149843195324,8440.054047646196,3567.9674852818525,26.614334262578694,-56.055612644936,-14.282596940294576,0.8078817461524634
2000-01-18,15801.0703125,15508.080078125,15789.2001953125,15613.695638020834,15662.822048611113,635.9697265625,71.58830159885059,,13203.311435828737,8984.435243769625,3698.1492266373043,36.53538763861971,-28.411698401149412,32.875073231950346,0.7730999726686709
2000-01-19,15719.0400390625,15192.2802734375,15275.33984375,15627.263346354166,15595.150889756944,-130.2900390625,15.320862627039183,,13522.085037047393,9450.428177101505,3772.850753299021,26.783320641814967,-84.67913737296082,-118.92895429024108,-0.13319194218783023
2000-01-20,15347.7001953125,15078.0302734375,15215.3095703125,15606.116644965277,15512.760134548611,-632.8408203125,12.27835264954891,,13782.581119088178,9877.456428450467,3799.305540766759,25.875602204180055,-87.7216473504511,-179.5055672317361,0.26832933780446294
2000-01-21,15120.3603515625,14903.7001953125,15108.41015625,15523.923285590277,15413.218836805556,-753.689453125,15.8396472135934,,13986.554817113074,10264.934482361543,3783.7684995637132,24.230451212732532,-84.1603527864066,-154.93388200142311,-0.4382403317407374
2000-01-24,15413.75,15020.169921875,15167.5498046875,15446.751085069445,15341.944140625,-546.650390625,27.490626414940756,,14168.246353662986,10628.091172904205,3735.0458358027267,27.114562401432863,-72.50937358505924,-79.06990502515426,0.7758010649437009
2000-01-25,15150.2197265625,14910.2900390625,15103.0400390625,15378.844401041666,15273.201931423611,-530.919921875,20.76932077756241,30.06254187729466,14312.060766801373,10959.56886669371,3658.535048663714,25.90454260736483,-79.23067922243759,-96.56525363982037,-0.07222981993422552
2000-01-26,15452.7197265625,15164.7998046875,15427.7197265625,15355.928819444445,15282.976996527777,-114.5107421875,54.597864297960456,32.49791688641853,14483.700606764623,11290.543004461768,3565.4595593915424,40.85048325934557,-45.40213570203955,-0.8210175104065593,1.2145032730726182
2000-01-27,15925.1796875,15460.2099609375,15917.8095703125,15397.659830729166,15395.35314670139,343.25,99.27848603482808,40.12309432993198,14704.332755002759,11633.303490821081,3466.5735003495693,55.94191367047511,-0.7215139651719177,118.72219861170102,1.0698760209943103
2000-01-28,16315.740234375,16023.3701171875,16185.9404296875,15465.591037326389,15553.009266493056,396.740234375,90.8076399325278,45.33012239409462,14932.27239726195,11970.535856663038,3365.6061083994377,61.92163704618343,-9.192360067472192,165.76020479831607,1.3610510810422631
2000-01-31,15889.0498046875,15444.8203125,15532.33984375,15437.050998263889,15566.359027777777,257.0,44.519959140455725,42.3225287876063,15024.590465952419,12234.37318903985,3250.528342102064,45.125887898466566,-55.48004085954428,45.883758495810646,-0.6683271377099129
2000-02-01,15764.400390625,15580.4599609375,15653.8603515625,15479.108832465277,15609.720898437501,438.55078125,53.1259833643284,46.52309775841621,15121.401217584738,12487.668534411898,3127.1692103162195,48.071993218357655,-46.8740166356716,44.936369225347335,1.2616070717528072
2000-02-02,15957.919921875,15747.5595703125,15789.8203125,15542.943359375,15671.863194444446,681.41015625,62.75460275020419,52.13156999182236,15224.234924494778,12732.27236982583,3000.1278791867653,51.35897614295156,-37.24539724979581,63.98383520263445,1.4454224289607212
2000-02-03,16010.0302734375,15702.849609375,15968.1201171875,15638.466688368055,15756.898546006945,800.5703125,75.26627991892612,58.73452918130377,15338.67880029366,12971.964795556325,2873.445104296879,55.51345743960455,-24.733720081073887,66.2217558597848,0.7168744217985522
2000-02-08,16285.9296875,15940.3095703125,16228.73046875,15756.375651041666,15874.951302083335,1125.6904296875,93.80911782465165,66.10325044904943,15475.609826210019,13213.206697274374,2751.2367092246322,60.99195643406129,-6.1908821753483405,106.82174579390939,0.919534351468573
2000-02-09,16967.900390625,16456.869140625,16819.4609375,15947.089084201389,16087.568359374998,1391.7412109375,91.76754451289689,73.99194197519769,15682.356151023861,13480.33664099479,2641.39326938552,70.31438745649945,-8.232455487103108,187.28308354750098,1.4464280254387574
2000-02-10,16874.08984375,16525.560546875,16845.169921875,16104.583550347223,16267.184526909721,927.3603515625,91.94195561266298,78.14128545460909,15861.250577308652,13729.58355068962,2539.4480208322225,70.65772153710331,-8.058044387337029,131.45759098557676,0.15674121728020085
2000-02-11,17653.650390625,17024.369140625,17380.30078125,16267.082573784723,16522.32797309028,1194.3603515625,87.62468819661143,76.84641902814059,16094.950608684245,14000.007049249649,2450.5471285526974,76.91095302487925,-12.375311803388566,157.0570401133971,1.284768088593137
2000-02-14,17939.26953125,17107.900390625,17188.9609375,16378.529296875,16706.703645833335,1656.62109375,69.92087118430139,74.5256669450043,16263.259890040516,14236.225855786712,2365.8445096929186,70.83832220342643,-30.079128815698606,112.98980911881267,0.6723472434636953
2000-02-15,17296.970703125,16548.75,16688.16015625,16506.953776041668,16768.629817708334,1034.2998046875,46.96013655590475,74.79679776894308,16328.629161765051,14417.850618783992,2274.831316350547,57.4758654851262,-53.03986344409525,39.008848897812214,0.14435548919441696
2000-02-16,17144.94921875,16732.810546875,17043.390625,16661.346028645832,16875.917187500003,1253.5703125,59.94138231880438,75.55406431944043,16438.592463801197,14612.33506368888,2185.1165331029006,63.03944459171171,-40.05861768119562,44.37475432827365,1.1083382697912472
2000-02-17,17229.150390625,16770.140625,16981.23046875,16793.724934895832,16939.89407552083,1013.1103515625,57.1619330909561,74.93265657952396,16522.07523379332,14787.808797397112,2094.9465137615616,61.45658774724301,-42.83806690904391,37.46783742609203,0.40469676145574923
2000-02-18,17027.94921875,16468.94921875,16599.16015625,16863.840494791668,16900.981119791668,370.4296875,32.95966896848215,70.23192202947465,16533.93445263281,14921.982972126956,1998.3475071104199,52.36474399433101,-67.04033103151785,-45.02606126645914,0.08357558139534883
2000-02-21,16477.099609375,16136.5,16322.3701171875,16874.24490017361,16792.68704427083,-497.0908203125,10.310253971211829,60.954270490203534,16501.38609333353,15025.715353242553,1893.8121537065315,46.73040757029655,-89.68974602878816,-154.3591336800995,-0.35836960323877354
2000-02-22,16442.580078125,15776.349609375,16255.169921875,16811.5458984375,16668.872048611112,-590.0,22.137680995832635,53.21761898830752,16463.50668233991,15116.786062030142,1784.393847027179,45.39628209490677,-77.86231900416736,-143.17247244016627,0.18043299815308844
2000-02-23,16523.650390625,16297.1298828125,16376.7900390625,16759.50368923611,16581.920876736112,-1003.5107421875,27.760640771526486,46.0863617837368,16450.165660297233,15210.119689958465,1675.5242716894968,48.395918171761714,-72.23935922847352,-73.65342217669864,1.185236918911695
2000-02-24,17083.30078125,16512.5703125,17058.66015625,16723.76584201389,16641.75217013889,-130.30078125,59.286085162292366,42.9376281132569,16543.78019813612,15347.048613387467,1579.7657343013277,61.67520967084159,-40.713914837707634,30.65286518645468,1.237906123594352
2000-02-25,17414.4609375,16905.400390625,17200.98046875,16725.10134548611,16737.19509548611,512.8203125,86.9678900887431,44.83174132486153,16644.887932076716,15484.376898969876,1495.91479406243,63.85898970525077,-13.03210991125689,106.28097701067024,0.6989360763354678
2000-02-28,17746.76953125,16638.4609375,16984.439453125,16758.02126736111,16789.06271701389,-58.951171875,61.31128853997849,46.42631376753639,16697.126627622605,15595.492643722107,1417.0586320300436,58.184078540483306,-38.68871146002151,79.77828712718116,0.492452251636256
2000-02-29,17290.0703125,17021.720703125,17169.439453125,16772.026692708332,16871.346354166668,188.208984375,70.70015017024251,47.62173241769619,16769.790139238357,15712.08129627047,1345.1886742176125,61.474624673729906,-29.2998498297575,78.65409708955957,1.1389279085847375
2000-03-01,17275.439453125,16617.94921875,16843.58984375,16756.733289930555,16885.658984375,244.4296875,54.16308587458059,47.28852717143224,16781.143939932455,15795.896744231915,1273.200378514198,53.18205009343799,-45.83691412541941,31.61179245440385,0.16121912457112303
2000-03-02,17118.400390625,16769.5703125,16936.810546875,16794.25,16921.67443576389,614.4404296875,58.894092808183544,50.17012982028795,16805.092648692847,15880.408877761032,1203.4970569977215,55.13008372928935,-41.10590719181646,31.611726560389158,0.7878063392702168
2000-03-03,17361.919921875,16795.80078125,17285.240234375,16901.23556857639,17019.87248263889,1030.0703125,76.57710969366262,57.53311378944915,16878.961508028562,15984.470459732438,1141.695855257402,61.81154488639719,-23.422890306337383,67.52704368109211,0.7509185690677689
2000-03-06,17855.2109375,17500.970703125,17758.759765625,17068.301106770832,17191.37732204861,1381.9697265625,93.80961782541249,65.49666232606913,17014.31508612032,16115.89929720596,1093.0398419887938,68.89335967679949,-6.190382174587505,185.25043619196464,1.6089948227665944
2000-03-07,17876.779296875,17471.740234375,17865.359375,17233.697699652777,17350.788975694446,806.69921875,99.16289058305594,73.43024563846129,17145.244976717197,16245.488932598111,1054.3830824148522,70.28877433729974,-0.8371094169440567,154.7297021582918,0.29137814639791687
2000-03-08,18058.970703125,17323.759765625,17951.4296875,17332.89431423611,17494.33537326389,750.44921875,92.5371677805593,77.12481037382429,17269.273393760704,16371.854914442696,1022.9901617954835,71.45203133615004,-7.462832219440691,108.52337057175748,0.26334119672287926
2000-03-09,18249.859375,17613.80078125,17637.029296875,17381.344184027777,17555.162369791666,652.58984375,62.447070031524596,74.40027481191113,17325.851225009057,16465.571535363608,990.4480673654766,61.54919300563358,-37.552929968475404,88.35942368532349,0.46918584299058536
2000-03-10,18001.5390625,17574.060546875,17831.859375,17475.501953125,17645.265407986113,662.419921875,74.38584480897337,75.85300328624388,17403.698632699972,16566.77804200334,959.7425720317075,64.9370069038414,-25.61415519102662,65.7400758727862,0.8526972755392495
2000-03-13,17786.279296875,16892.650390625,17096.6796875,17467.417534722223,17569.500954861112,253.08984375,29.3355897637211,71.25694101885261,17356.464948823053,16606.030015743836,917.8810442412095,47.260323209818495,-70.6644102362789,-38.017542558818896,-0.05100559953490202
2000-03-14,17220.259765625,16837.01953125,16929.16015625,17476.925347222223,17461.849479166667,-7.650390625,10.780991888197512,66.43670835369895,17290.72574996566,16629.965581707256,866.4568690446481,44.17759613656522,-89.2190081118025,-92.78807441497153,0.3224611276176109
2000-03-15,16901.310546875,16553.169921875,16747.19921875,17455.857421875,17315.904253472225,-538.041015625,11.435757823426824,61.163560022059315,17207.106283624787,16638.649554821535,806.8568409963689,40.916232212544806,-88.56424217657317,-129.91348152037463,-0.07999528746465598
2000-03-16,16826.25,16315.0400390625,16359.0,17352.941840277777,17096.532769097223,-1399.759765625,2.27204473931927,52.90744169379893,17076.62839383636,16617.934772982902,737.2241969677865,34.757699890932145,-97.72795526068073,-130.8225078628464,0.15463466538294754
2000-03-17,17096.0,16617.1796875,17082.990234375,17277.856336805555,17042.54244791667,-782.369140625,39.691054407433676,46.894267980690174,17077.60713853461,16652.383325678613,674.8241201454289,50.4162496366393,-60.308945592566324,-52.82530061783227,1.5391995300951231
2000-03-20,17325.150390625,16708.720703125,17234.4609375,17207.756510416668,17033.863368055558,-716.96875,47.51972865683619,41.15613887777687,17101.738492221593,16695.50018581353,621.106957397956,53.06746345906752,-52.4802713431638,-20.513333222964548,0.39284311116180626
2000-03-21,17345.7109375,16896.69921875,17199.98046875,17124.262152777777,17032.308159722223,-437.048828125,45.7376258987359,35.95618977979649,17116.85264245673,16732.869095660677,573.6822752775757,52.350620117343865,-54.2623741012641,0.7758080881333601,0.24776636188852252
2000-03-22,17560.689453125,17274.560546875,17547.0390625,17114.263237847223,17116.86354166667,-284.8203125,73.05068110424297,37.13436878787631,17183.035168617236,16793.17798209322,536.9172575268638,58.6721336812569,-26.94931889575703,85.34324351922395,1.260652022553209
2000-03-23,17856.359375,17391.970703125,17715.580078125,17101.343315972223,17237.12690972222,618.900390625,90.8663121526746,38.96553182606534,17264.965154695354,16861.50406328076,510.22602430440946,61.46514608490904,-9.133687847325401,144.4006386557121,0.6660806587962165
2000-03-24,17879.369140625,17577.7109375,17784.5703125,17177.77560763889,17373.77230902778,855.41015625,93.93996902376156,46.14379618829206,17344.904409742223,16929.879341000706,491.185833191831,62.62822229702088,-6.060030976238441,125.6404279098836,0.5429624018284352
2000-03-27,18350.609375,17815.6796875,18292.859375,17329.297743055555,17596.7890625,1545.66015625,97.16295588755257,55.74179218822039,17490.743635166495,17030.840825000654,484.9292285866329,70.10657301243009,-2.8370441124474257,136.6985766849625,1.0581560076528749
2000-03-28,18397.5703125,18188.26953125,18301.689453125,17502.018880208332,17791.26740451389,1942.689453125,95.39594403030043,65.07070176676191,17615.504530237034,17124.977760417274,486.04873683325843,70.22302554664688,-4.60405596969957,121.93206905135153,0.5002892816483455
2000-03-29,18249.26953125,17950.19921875,18096.369140625,17695.059895833332,17910.137456597222,1013.37890625,83.08229847733556,74.04961884876371,17689.483701065954,17196.932677469697,487.3491941858582,63.728779581194495,-16.917701522664444,77.63492932168874,-0.17527624670201927
2000-03-30,18038.470703125,17456.560546875,17467.150390625,17737.74435763889,17864.555555555555,232.689453125,44.90806542452738,74.6292867395519,17655.27857638273,17216.948804370088,477.54530975121514,48.321879240370556,-55.09193457547263,-9.247634903006304,-0.09949721082909867
2000-03-31,17537.130859375,17107.439453125,17406.5390625,17756.864149305555,17798.314496527775,206.55859375,33.969595781616405,73.12371642008304,17617.01095886231,17230.992527194525,459.23993413452894,47.08821613392526,-66.0304042183836,-82.43875717969456,0.16286215579858365
2000-04-03,17458.060546875,16872.8203125,16892.9296875,17722.747395833332,17625.527604166666,-654.109375,1.3188637481554353,68.18829840335188,17505.613840191185,17205.9508353653,427.32454827280014,37.871146325263766,-98.68113625184456,-137.47119422651284,0.08803476136602557
2000-04-05,16736.220703125,16246.5302734375,16318.4404296875,17586.236436631945,17344.6662109375,-1397.1396484375,3.34304127046101,60.443005088487226,17322.97177703677,17140.209323833613,378.41212925887186,30.38661715699243,-96.65695872953899,-179.38375478408548,-0.3200164325755869
2000-04-06,16528.580078125,16283.2001953125,16491.390625,17450.215386284723,17125.69704861111,-1293.1796875,11.383346991031319,51.6115645149713,17195.036215184962,17092.14867947557,323.30721054897606,34.75381459923257,-88.61665300896868,-120.00642958367514,0.8563849897918168
2000-04-07,16992.529296875,16657.83984375,16941.6796875,17356.560872395832,17023.989908854164,-1351.1796875,32.31689793954142,44.76455661672461,17156.058287848813,17081.00282821812,273.65686036531963,44.88189676332302,-67.68310206045858,-56.39021464592691,1.4973243620193626
