Date,High,Low,Close,SMA,WMA,MOM,K %,D %,EMA12,EMA26,MACD,RSI,W %R,CCI,AD
2000-01-03,11522.009765625,11305.6904296875,11357.509765625,,,,,,0.0,0.0,0.0,,,,0.0
2000-01-04,11350.0595703125,10986.4501953125,10997.9296875,,,,,,1691.9891826923078,814.6614583333333,175.46554487179492,,,,-0.02048955781874436
2000-01-05,11215.099609375,10938.669921875,11122.650390625,,,,,,3142.8601377588757,1578.2161940586418,453.30122463748273,,,,0.785624452420654
2000-01-06,11313.4501953125,11098.4501953125,11253.259765625,,,,,,4390.613926661356,2294.8860882487425,781.786547392509,,,,0.8874409520348837
2000-01-07,11528.1396484375,11239.919921875,11522.5595703125,,,,,,5487.836333376917,2978.417457290502,1127.31301313129,,,,0.9537164096673748
2000-01-10,11638.2802734375,11532.48046875,11572.2001953125,,,,,,6423.892312136237,3614.993956403243,1463.630081651631,,,,1.093770479697985
2000-01-11,11663.099609375,11502.7001953125,11511.080078125,,,,,,7206.536583826815,4199.889224678928,1772.233537150882,,,,0.5667066466158089
2000-01-12,11612.5302734375,11505.1796875,11551.099609375,,,,,,7874.930895449613,4744.423327249007,2043.8883433608266,,,,0.9450362513304283
2000-01-13,11656.580078125,11524.1103515625,11582.4296875,11385.635416666666,11466.85740017361,224.919921875,88.86435450300344,,8445.315324995827,5250.942316897229,2273.985276308381,66.22830944321899,-11.13564549699656,77.69780636807297,0.7962609381565658
2000-01-14,11750.2802734375,11612.5302734375,11722.98046875,11426.243272569445,11534.326410590278,725.05078125,96.63634099356386,,8949.571500958007,5730.352550367805,2463.032011164745,73.18171702016285,-3.3636590064361336,94.68192905447586,1.2185160503629764
2000-01-18,11720.1201171875,11546.4501953125,11560.7197265625,11488.775499131945,11561.22170138889,438.0693359375,76.64389734432774,,9351.286612589467,6162.231600456301,2608.2366113584294,57.741155995040494,-23.356102655672256,54.73510399797601,-0.016470045771994738
2000-01-19,11574.6796875,11456.009765625,11489.3603515625,11529.521050347223,11561.338671875,236.1005859375,59.9711749071874,,9680.221033969934,6556.833730167871,2711.266749847156,52.283396700551734,-40.0288250928126,-14.691948953956057,0.11763689329975806
2000-01-20,11558.7001953125,11274.98046875,11351.2998046875,11540.414388020834,11525.694422743054,-171.259765625,21.82377264838531,,9937.31007561879,6911.979365317473,2774.0795419379883,43.362401527994535,-78.17622735161468,-147.6689700920851,0.2443955680844253
2000-01-21,11387.599609375,11232.48046875,11251.7099609375,11510.319986979166,11467.95353732639,-320.490234375,3.7136924373900233,,10139.525442590899,7233.440890918956,2800.4805438847793,38.08840029985338,-96.28630756260998,-179.87211591506565,0.23401241485249494
2000-01-24,11366.5,10917.26953125,11008.169921875,11447.649956597223,11367.523524305554,-502.91015625,10.912271117452107,,10273.163054788452,7513.050448767552,2792.406956312004,28.53904291166556,-89.08772888254789,-175.60371802581525,0.25552594280149216
