Date,High,Low,Close,SMA,WMA,MOM,K %,D %,EMA12,EMA26,MACD,RSI,W %R,CCI,AD
2000-01-03,510.9599914550781,489.9500122070313,496.4200134277344,,,,,,0.0,0.0,0.0,,,,0.0
2000-01-04,497.0499877929688,478.2000122070313,478.3800048828125,,,,,,73.596923828125,35.43555591724537,7.632273582175927,,,,0.033420434013952074
2000-01-05,479.4800109863281,467.55999755859375,478.8299865722656,,,,,,135.94047194260818,68.27958781761723,19.637995690738933,,,,0.09228228727966307
2000-01-06,480.1900024414063,474.3999938964844,475.3399963378906,,,,,,188.15578338803627,98.43221067097082,33.655111096004234,,,,0.23489013161016314
2000-01-07,488.30999755859375,475.3399963378906,488.30999755859375,,,,,,234.33335479889126,127.31204673672066,48.32835048923751,,,,1.0
2000-01-10,505.9599914550781,488.30999755859375,501.8900146484375,,,,,,275.4959178526676,155.05856287832933,62.75015138625766,,,,1.0
2000-01-11,501.9100036621094,492.55999755859375,492.6099853515625,,,,,,308.89808208326684,180.06237195042067,75.96726313557537,,,,0.0021378610292413693
2000-01-12,494.8399963378906,487.0899963378906,490.0400085449219,,,,,,336.7660707696753,203.02367836482816,87.52228898942973,,,,0.28774335307459675
2000-01-13,501.1900024414063,490.0400085449219,501.1900024414063,489.22333441840277,491.6271118164063,4.769989013671932,77.48850141091094,,362.0620602576339,225.11007274087098,97.40822869489637,59.84461568128516,-22.51149858908906,69.51353472503581,1.0
2000-01-14,508.1099853515625,501.1900024414063,507.55999755859375,490.4611104329427,495.2944444444445,29.17999267578125,98.64367951039405,,384.4463583039354,246.03228939403562,105.60939673789706,65.0168337808839,-1.3563204896059582,121.55732413861931,1.0
2000-01-18,513.4600219726562,506.2000122070313,513.4600219726562,494.35889010959204,499.89422675238717,34.630035400390625,100.0,,404.2946142529694,265.84175106652606,112.17809002760632,69.15648826359434,-0.0,122.77754130243547,0.8126744459763994
2000-01-19,520.02001953125,511.8900146484375,520.02001953125,498.93556043836804,505.0264526367188,44.680023193359375,100.0,,422.09852275732027,284.6697709528019,117.22822238298872,73.1331936460308,-0.0,138.93337524489942,0.8068872839747151
2000-01-20,528.22998046875,520.02001953125,527.280029296875,504.70667521158856,510.69534640842016,38.97003173828125,98.203911028741,,438.28029299417483,302.64090120051105,120.91045626512373,76.84945955367782,-1.7960889712589991,140.29821657278578,1.0
